,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
89734,MGtZu_bMWe9s_Oed84lyLw,Marriott Indianapolis North,3645 River Crossing Pkwy,Indianapolis,FL,46240,39.91778,-86.104151,3.5,73,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True'}","Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89740,f5QsGZ2Zix9D-BumSmDkaA,New Orleans Rental Services,941 Decatur St,New Orleans,FL,70116,29.9591561,-90.0609009,4.0,9,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Bike Rentals, Tours, Active Life, Hotels & Travel","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
89776,KGvGSfvlWzurRu247ckEPw,Four Points by Sheraton Philadelphia City Center,1201 Race St,Philadelphia,PA,19107,39.9560366,-75.1591784,3.0,126,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True'}","Hotels & Travel, Hotels, Event Planning & Services, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
89791,T6OyxncGstauWUNnLBcehQ,Bob Evans,6528 S Lindbergh Blvd,Saint Louis,NJ,63123,38.5113232745,-90.3373716027,3.0,40,1,"{'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'GoodForMeal': ""{u'breakfast': True, u'brunch': None, u'lunch': None, u'dinner': None, u'latenight': False, u'dessert': None}"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': None}"", 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Salad, Comfort Food, Breakfast & Brunch, Hotels & Travel, American (New), Bed & Breakfast, Restaurants, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}"
89809,9LIY71YSgPJD7YjYniXK8g,Bogus Basin Recreational Association Office,2600 N Bogus Basin Rd,Boise,LA,83702,43.6433973392,-116.2057847209,4.0,53,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'None', 'RestaurantsGoodForGroups': 'True'}","Ski Resorts, Local Services, Event Planning & Services, Nightlife, Hotels, Hotels & Travel, Community Service/Non-Profit, Child Care & Day Care, Bars","{'Monday': '8:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}"
89878,dC4Ahv-Q7t77b4fQpvptCw,Paradise Retreats,16 E Arellaga St,Santa Barbara,AB,93101,34.4274395,-119.7089011,3.5,181,1,"{'ByAppointmentOnly': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}","Vacation Rentals, Property Management, Hotels & Travel, Home Services, Vacation Rental Agents, Real Estate","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
89967,9NfPTgy_L9X57ep_Wq13Iw,Condor Express Whale Watching,301 W Cabrillo Blvd,Santa Barbara,AZ,93101,34.40829,-119.6914691,4.5,82,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Whale Watching Tours, Hotels & Travel, Event Planning & Services, Boating, Active Life, Tours, Boat Charters","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}"
90012,g5HspKunRIH9xTAgLULU3A,Best Western Plus Chalmette Hotel,3400 Paris Rd,Chalmette,MO,70043,29.9509601,-89.9603805,2.5,10,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90013,yGvPhL8LwQtyCtMrAgIvBA,Mt Rose Ski Tahoe,22222 Mt Rose Hwy,Reno,IL,89511,39.329053,-119.88537,4.0,378,1,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'""}","Skiing, Ski Resorts, Active Life, Hotels & Travel","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}"
90032,mVsJDGFG34fgI2EzcoY2pw,Dollar Car Rental,5503 West Spruce St,Tampa,NJ,33607,27.9791689031,-82.5345655514,1.0,36,1,,"Hotels & Travel, Car Rental",
90050,birP5Vv97kwnyy1Wi7nQ6w,Holiday Inn St. Louis - Downtown Conv Ctr,811 North Ninth Street,St. Louis,TN,63101,38.632754,-90.192449,3.0,61,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Hotels & Travel, Venues & Event Spaces, Hotels, Resorts, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90062,bLMBe1LibD4F16Iom3W-ZA,Blind Pass Resort,7901 Blind Pass Rd,St. Pete Beach,PA,33706,27.7464263,-82.7524764,3.0,45,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'""}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-21:0'}"
90063,HoCO8CHjAPZWP4P2PoTcZg,Javelina Cantina,445 S Alvernon Way,Tucson,TN,85711,32.2145788,-110.9084721,2.5,59,0,"{'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True'}","Mexican, Nightlife, Pubs, Event Planning & Services, Restaurants, American (Traditional), Bars, Tex-Mex, Hotels, Hotels & Travel","{'Monday': '14:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '14:0-23:0', 'Thursday': '14:0-23:0', 'Friday': '14:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
90080,0IOTWdSW74tAh0SkEVIIiA,Sonesta Simply Suites Falls Church,20 Morehall Rd,Malvern,MO,19355,40.045411,-75.525075,4.0,15,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90090,NXz2Nu0T-pq3t3-gsLbLug,Hilton Garden Inn Tampa-Wesley Chapel,26640 Silver Maple Pkwy,Wesley Chapel,AZ,33544,28.1859491,-82.3743994,3.5,9,1,{'BusinessAcceptsCreditCards': 'True'},"Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90092,xc9Kk_eKG62gE9tbE408xw,Comfort Inn South,5040 S East St,Indianapolis,IN,46227,39.691671,-86.149677,2.0,20,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90118,f5zrn7HhCsqQotz5FodkAQ,Royal North Beach,657 Mandalay Ave,Clearwater Beach,IL,33767,27.9883888,-82.8262353,2.5,21,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-19:0'}"
90135,YiwDc9S-5zxcVe00iAXKKg,Reflections,400 Mandalay Ave,Clearwater Beach,NJ,33767,27.9788772,-82.8279609,3.0,6,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels",
90145,OypYjTC0zPu_lJ_SGzV4pw,Saddlebrook Resort Tampa,5700 Saddlebrook Way,Wesley Chapel,AZ,33543,28.2269967325,-82.3284218448,2.5,124,1,"{'Alcohol': ""'full_bar'"", 'ByAppointmentOnly': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '3', 'Caters': 'True', 'RestaurantsTakeOut': 'False', 'HasTV': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Day Spas, Beauty & Spas, Resorts, Hotels & Travel, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90150,x1lih3QXOz3rdRJBKoHMbw,MidAmerica St Louis Airport,9656 Air Terminal Dr,Mascoutah,AZ,62258,38.5474848,-89.8157443,4.0,37,1,"{'WiFi': ""'free'""}","Transportation, Limos, Airports, Public Transportation, Airlines, Hotels & Travel","{'Monday': '8:0-6:0', 'Tuesday': '8:0-6:0', 'Wednesday': '8:0-6:0', 'Thursday': '8:0-6:0', 'Friday': '8:0-6:0', 'Saturday': '8:0-6:0', 'Sunday': '8:0-6:0'}"
90184,TZzf27Qv0bpLiArWro9r2Q,Drury Inn Indianapolis Northwest,9320 N Michigan Rd,Indianapolis,FL,46268,39.9212425,-86.2282757,3.0,19,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90189,tKiyZD8qGFz9LcN7cAbGbg,Marigny Manor House,2125 N Rampart St,New Orleans,LA,70116,29.9675772661,-90.0574115277,5.0,18,0,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Bed & Breakfast, Event Planning & Services","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
90191,Li6Lz-5FwaNU_ncOiOweNg,River Cree Resort and Casino,300 E Lapotac Boulevard NW,Enoch,TN,T7X 3Y3,53.5095908,-113.6972796,3.0,50,1,"{'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'DogsAllowed': 'False', 'HasTV': 'True', 'Alcohol': ""u'beer_and_wine'"", 'CoatCheck': 'True', 'RestaurantsTakeOut': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'False', 'Smoking': ""u'yes'"", 'ByAppointmentOnly': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}","Arts & Entertainment, American (Traditional), Restaurants, Active Life, Hotels, Event Planning & Services, Hotels & Travel, Casinos, Nightlife, Music Venues, Escape Games","{'Monday': '0:0-12:0', 'Tuesday': '0:0-12:0', 'Wednesday': '0:0-12:0', 'Thursday': '0:0-12:0', 'Friday': '0:0-12:0', 'Saturday': '0:0-12:0', 'Sunday': '0:0-12:0'}"
90192,4mra9Y8EyXYk6WT13re-Tg,Classic Adventures RV Rentals,2802 Kietzke Ln,Reno,LA,89502,39.4980247,-119.7865278,4.0,16,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, RV Rental, RV Dealers, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Friday': '8:30-17:0', 'Saturday': '10:0-14:0'}"
90198,FHpqEMjK0qe0b7YsR9IHqQ,Best Western Wesley Chapel,5639 Oakley Blvd,Wesley Chapel,NV,33544,28.2391329584,-82.3580397964,2.5,20,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90209,ZhXatonwUwwz6FTuyaD6Rg,Sands of Treasure Island Apartment Motel,11800 Gulf Blvd,Treasure Island,FL,33706,27.775662,-82.776732,3.0,18,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services",
90219,g9doWs1fgSNHbQjbkrlTxA,Virgin America,8500 Essington Ave,Philadelphia,AZ,19153,39.8697995798,-75.240761575,4.0,29,0,,"Transportation, Airlines, Travel Services, Hotels & Travel",
90241,4_Z93ojDm_3rljfTRCwwmQ,Bernard Transportation,,New Orleans,FL,70122,30.008721,-90.0653341,5.0,37,1,,"Limos, Airport Shuttles, Hotels & Travel, Transportation","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '6:0-14:0', 'Saturday': '0:0-0:0', 'Sunday': '6:0-14:0'}"
90252,Lquy6DNQMynDJfRN2nE26g,WaterWorks Bar and Grill,111 W Fortune St,Tampa,FL,33602,27.9530053,-82.463979,3.0,48,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Smoking': ""u'outdoor'"", 'HappyHour': 'True'}","Bars, Hotels & Travel, Buffets, Nightlife, American (New), Restaurants, Salad",
90253,Ob4fDK3LQ3zsKvOBohGU-g,Clarion Hotel Philadelphia International Airport,76 Industrial Hwy,Essington,AZ,19029,39.8662621,-75.3116227,2.0,85,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90260,zSGO8xfUHSDt3UklrYBONg,Lee's Limousines,31 Parish Ln,Willingboro,PA,08046,40.0304422,-74.9061936,5.0,6,1,"{'WiFi': ""u'free'""}","Limos, Hotels & Travel, Transportation","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90305,XWIJOIHpFR1JrkOIYHILlg,Chumley's Restaurant & Pub,1160 1st Ave,King of Prussia,FL,19406,40.096547,-75.4156639,2.5,8,0,"{'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BYOBCorkage': ""'no'""}","Restaurants, Nightlife, Hotels, Bars, Event Planning & Services, Pubs, Hotels & Travel",
90314,SQJ7LT0Mno4X4Kg8bU7FvA,Budget,794 Us 31 N,Greenwood,AZ,46142,39.6276957509,-86.1219322,1.0,6,1,,"Car Rental, Airports, Hotels & Travel, Automotive, Auto Repair",
90318,PhxyIe4eAZwtYQJV8trmyA,Hanks Transportation,"5331 Commercial Way, Ste 206",Spring Hill,IL,34606,28.41239,-82.613257,3.0,5,1,,"Transportation, Airport Shuttles, Airports, Taxis, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90319,r9XURn4hLvooldWEU58j7w,Clarion Hotel Indianapolis Airport,2500 S High School Rd,Indianapolis,NJ,46241,39.728904,-86.270858,1.0,22,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90323,hAZlcREMAHe0z9GbMX-Faw,Hyatt Centric French Quarter New Orleans,800 Iberville St,New Orleans,NV,70112,29.9550373429,-90.0700573,4.0,260,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '3'}","Hotels & Travel, Event Planning & Services, Hotels",
90365,YCQ7T0IIggvI2Ed2q0PhvA,Checker Cab Philly,2301 Church St,Philadelphia,CA,19124,40.0056684,-75.082377,1.0,8,1,,"Hotels & Travel, Transportation, Local Flavor, Automotive, Local Services, Taxis",
90405,gftnyMGznvB3FASIfZB2RQ,Baymont Inn & Suites,120 S Cartwright Ct,Goodlettsville,LA,37072,36.322318,-86.7060683,2.0,5,1,,"Event Planning & Services, Hotels, Hotels & Travel",
90421,67oiezPS9XL8GQaSc8GdWA,Blue Wave Motel Suites,440 East Shore Dr,Clearwater Beach,PA,33767,27.98003,-82.82577,4.0,10,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}"
90461,crDfuhQPoe5DGip18KQaGA,InTown Suites,8207 Adamo Dr,Tampa,IN,33619,27.9505183,-82.3640268,1.5,7,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'no'""}","Hotels & Travel, Hotels, Apartments, Real Estate, Event Planning & Services, Home Services","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '11:0-19:0'}"
90499,yBani53UgROCin6DNNlzoQ,National Car Rental,5405 Airport Service Rd,Tampa,AZ,33607,27.962934,-82.534716,4.0,237,1,,"Hotels & Travel, Car Rental","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90500,XTcUJnmZ35vb2QQrHEB5lg,Reno Healing Massage,235 West Pueblo St,Reno,PA,89502,39.510871,-119.808955,2.0,38,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Massage, Hotels & Travel, Health & Medical, Massage Therapy","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
90509,gFOs5ho8kuPyYBdVkR3VHA,The Brasserie Grille,100 Continental Dr,Newark,NJ,19713,39.6878169,-75.6567866,2.5,10,0,"{'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'HasTV': 'True', 'RestaurantsAttire': ""u'dressy'"", 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True'}","Food, Event Planning & Services, Hotels, Restaurants, American (Traditional), Breakfast & Brunch, Hotels & Travel","{'Monday': '6:30-22:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '6:30-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
